beschreibung,dauer_tage,budget_eur,land,region,technologie,projekttyp,teamgroesse,jahr,groesse,projekttyp_detail,ai_effizienz_faktor,stundensatz_eur
"Einzel-Landing-Page für Produktlaunch von Becker & Partner. A/B-Testing-fähig, mehrsprachig (DE/EN), mit CMS-Anbindung für eigenständige Inhaltspflege. Mobile-first Ansatz.",12,6443,DE,DE-NW,JavaScript,Neuentwicklung,1,2022,klein,Landing Page,0.92,76
"Management-Dashboard für Maier Group zur Visualisierung von Verkaufszahlen. React mit Recharts, Datenbankanbindung über bestehende API, Exportfunktion als PDF/Excel, Nutzerrollen-System.",34,22838,DE,DE-BY,JavaScript,Neuentwicklung,1,2025,klein,Dashboard einfach,0.72,92
"Middleware-Lösung für Neumann Services zur Anbindung von 4 Drittsystemen (CRM, ERP, Shop, Versand). Message-Queue via RabbitMQ, Retry-Logik, Monitoring-Dashboard, detailliertes Fehler-Logging.",68,73761,DE,DE-HE,Backend,Neuentwicklung,2,2022,mittel,API-Integration Middleware,0.92,83
"Flutter-App für Klein Software. Kartenintegration via Google Maps, Foto-Upload mit Bildkomprimierung, Echtzeit-Chat via WebSocket, Biometrie-Login, automatische App-Store-Deployment-Pipeline.",103,159712,DE,DE-NW,Mobile,Neuentwicklung,2,2025,mittel,Mobile App mittel,0.72,93
"Online-Buchungssystem für Hoffmann Solutions mit Kalenderansicht, automatischen E-Mail-Erinnerungen, Zahlungsintegration via Stripe und Admin-Backend zur Terminverwaltung. React Frontend, Node.js Backend.",10,15923,CH,CH,JavaScript,Neuentwicklung,1,2022,klein,Buchungssystem klein,0.92,116
"Digitales Patientenportal für Krüger Education mit KV-Anbindung, HL7 FHIR Schnittstelle, Telematikinfrastruktur-Anbindung, ePA-Integration, DSGVO- und KRITIS-konformes Sicherheitskonzept.",244,870031,DE,DE-TH,Java,Neuentwicklung,7,2025,gross,Gesundheitswesenportal,0.72,75
"Responsive Landing Page für Klein Software mit Kontaktformular, SEO-Optimierung und Google Analytics Integration. Design nach Kundenvorgabe in Figma, Umsetzung mit React und Tailwind CSS.",12,6668,DE,DE-SN,JavaScript,Neuentwicklung,1,2021,klein,Landing Page,0.97,63
"Internes Mitarbeiterportal für Richter Tech (80 Nutzer) mit SSO-Anbindung via Azure AD, Urlaubsantrag-Workflow, Dokumentenverwaltung, News-Feed und Organigramm-Darstellung. React Frontend, Node.js Backend, PostgreSQL.",66,121853,CH,CH,JavaScript,Neuentwicklung,2,2026,mittel,Mitarbeiterportal,0.68,131
"Responsive Landing Page für Schulz Media mit Kontaktformular, SEO-Optimierung und Google Analytics Integration. Design nach Kundenvorgabe in Figma, Umsetzung mit React und Tailwind CSS.",21,10248,DE,DE-HE,JavaScript,Neuentwicklung,1,2019,klein,Landing Page,1.0,72
"Intelligentes Archivierungssystem für Schwarz Energie. OCR-Pipeline für Papierdokumente, ML-Modell zur Erkennung von Dokumententypen (98% Accuracy), automatische Metadaten-Extraktion, API für Drittsysteme.",123,846112,CH,CH,Python/ML,Neuentwicklung,7,2024,gross,ML Dokumentenmanagement,0.78,144
"B2B-Online-Shop für Schulz Media. Shopware 6, kundenspezifische Preislisten, Bestelllimits, CSV-Massenimport, ERP-Schnittstelle zu SAP Business One, Rechnungsstellung per EDI.",110,148503,DE,DE-HH,PHP,Neuentwicklung,3,2019,mittel,E-Commerce Platform,1.0,62
"Middleware-Lösung für Wagner Immobilien zur Anbindung von 4 Drittsystemen (CRM, ERP, Shop, Versand). Message-Queue via RabbitMQ, Retry-Logik, Monitoring-Dashboard, detailliertes Fehler-Logging.",76,80682,AT,AT,Backend,Neuentwicklung,2,2020,mittel,API-Integration Middleware,1.0,75
"Responsive Landing Page für Schmidt AG mit Kontaktformular, SEO-Optimierung und Google Analytics Integration. Design nach Kundenvorgabe in Figma, Umsetzung mit React und Tailwind CSS.",10,7282,DE,DE-HH,JavaScript,Neuentwicklung,1,2023,klein,Landing Page,0.85,82
"Buchungs- und Reservierungsplattform für Weber Consulting mit Multi-Location-Support, dynamischer Preisgestaltung, Gruppenreservierungen, Stornogebühren-Logik und Anbindung an Zahlungsanbieter.",64,70496,DE,DE-SN,JavaScript,Neuentwicklung,2,2023,mittel,Buchungssystem mittel,0.85,67
"Einzel-Landing-Page für Produktlaunch von Weiß Transport. A/B-Testing-fähig, mehrsprachig (DE/EN), mit CMS-Anbindung für eigenständige Inhaltspflege. Mobile-first Ansatz.",8,4209,DE,DE-BE,JavaScript,Neuentwicklung,1,2018,klein,Landing Page,1.0,65
"Vollständige Neuentwicklung des Kernbanksystems von Becker & Partner. Java Spring Boot Microservices, Event Sourcing, CQRS, Migrationsskripte für 2 Mio. Datensätze, Compliance-Anforderungen BaFin.",460,953419,DE,DE-BE,Java,Migration,3,2025,gross,Legacy Migration Enterprise,1.0,86
"WordPress-Website für Schmidt AG mit 8 Unterseiten, Blog-Funktion, mehrsprachigem Plugin (WPML), individuell entwickeltem Child-Theme und Kontaktformular mit DSGVO-konformer Datenspeicherung.",20,14272,CH,CH,PHP,Neuentwicklung,1,2024,klein,WordPress Website,0.78,105
"REST API für Frank Legal mit 8 Endpoints, JWT-Authentifizierung, PostgreSQL-Datenbank, automatischer Swagger-Dokumentation und Docker-Containerisierung für einfaches Deployment.",27,15165,AT,AT,Backend,Neuentwicklung,1,2019,klein,REST API einfach,1.0,73
"Ablösung des Legacy-Systems von Krüger Education (15 Jahre alt, COBOL/Oracle). Strangler-Fig-Muster, schrittweise Migration von 40 Modulen, paralleler Betrieb beider Systeme für 6 Monate, Zero-Downtime-Cutover.",335,1110807,DE,DE-SN,Java,Migration,5,2025,gross,Legacy Migration Enterprise,1.0,77
"Online-Buchungssystem für Bauer Digital mit Kalenderansicht, automatischen E-Mail-Erinnerungen, Zahlungsintegration via Stripe und Admin-Backend zur Terminverwaltung. React Frontend, Node.js Backend.",44,22339,DE,DE-HH,JavaScript,Neuentwicklung,1,2021,klein,Buchungssystem klein,0.97,78
"Predictive-Analytics-Plattform für Köhler Automotive. Nachfrageprognose mit LSTM-Modell (MAPE < 8%), Anomalie-Erkennung im Produktionsprozess, MLflow für Modell-Versionierung, REST API für ERP-Anbindung, monatliches Retraining.",250,889634,AT,AT,Python/ML,Neuentwicklung,6,2021,gross,ML Predictive Analytics,0.97,86
"Management-Dashboard für Neumann Services zur Visualisierung von Verkaufszahlen. React mit Recharts, Datenbankanbindung über bestehende API, Exportfunktion als PDF/Excel, Nutzerrollen-System.",16,13161,DE,DE-BE,JavaScript,Neuentwicklung,1,2022,klein,Dashboard einfach,0.92,73
"Middleware-Lösung für Weiß Transport zur Anbindung von 4 Drittsystemen (CRM, ERP, Shop, Versand). Message-Queue via RabbitMQ, Retry-Logik, Monitoring-Dashboard, detailliertes Fehler-Logging.",40,117903,CH,CH,Backend,Neuentwicklung,3,2019,mittel,API-Integration Middleware,1.0,112
"Wartung und Erweiterung des bestehenden WordPress-Systems von Klein Software. Plugin-Updates, Sicherheits-Audit, neue Such- und Filterfunktionen, Optimierung der Ladezeiten auf unter 2 Sekunden.",8,5548,DE,DE-BE,PHP,Weiterentwicklung,1,2025,klein,Legacy Bugfixing & Weiterentwicklung,0.72,68
"Wartung und Erweiterung des bestehenden WordPress-Systems von Weiß Transport. Plugin-Updates, Sicherheits-Audit, neue Such- und Filterfunktionen, Optimierung der Ladezeiten auf unter 2 Sekunden.",23,11940,AT,AT,PHP,Weiterentwicklung,1,2019,klein,Legacy Bugfixing & Weiterentwicklung,1.0,59
"Maßgeschneiderte E-Commerce-Plattform für Schwarz Energie mit 2.000+ Produkten, Kundenkonto-Bereich, Wunschliste, Produktkonfigurator, Multi-Lager-Verwaltung und Anbindung an Warenwirtschaftssystem.",64,173357,CH,CH,PHP,Neuentwicklung,3,2020,mittel,E-Commerce Platform,1.0,92
"Shopify-Onlineshop für Richter Tech. Custom-Theme, bis zu 500 Produkte, Anbindung an DHL-Versandschnittstelle, Gutscheinsystem, Produktbewertungen und Newsletter-Integration.",23,18244,DE,DE-BY,PHP,Neuentwicklung,1,2025,klein,Einfacher Online-Shop,0.72,78
"Online-Buchungssystem für Becker Pharma mit Kalenderansicht, automatischen E-Mail-Erinnerungen, Zahlungsintegration via Stripe und Admin-Backend zur Terminverwaltung. React Frontend, Node.js Backend.",27,19047,DE,DE-NW,JavaScript,Neuentwicklung,1,2023,klein,Buchungssystem klein,0.85,78
"Wartung und Erweiterung des bestehenden WordPress-Systems von Frank Legal. Plugin-Updates, Sicherheits-Audit, neue Such- und Filterfunktionen, Optimierung der Ladezeiten auf unter 2 Sekunden.",22,11240,DE,DE-NW,PHP,Weiterentwicklung,1,2019,klein,Legacy Bugfixing & Weiterentwicklung,1.0,59
"Responsive Landing Page für Schäfer Insurance mit Kontaktformular, SEO-Optimierung und Google Analytics Integration. Design nach Kundenvorgabe in Figma, Umsetzung mit React und Tailwind CSS.",6,4696,AT,AT,JavaScript,Neuentwicklung,1,2018,klein,Landing Page,1.0,68
"Middleware-Lösung für Richter Tech zur Anbindung von 4 Drittsystemen (CRM, ERP, Shop, Versand). Message-Queue via RabbitMQ, Retry-Logik, Monitoring-Dashboard, detailliertes Fehler-Logging.",87,99470,DE,DE-BE,Backend,Neuentwicklung,2,2021,mittel,API-Integration Middleware,0.97,74
"Internes Mitarbeiterportal für Koch Industries (80 Nutzer) mit SSO-Anbindung via Azure AD, Urlaubsantrag-Workflow, Dokumentenverwaltung, News-Feed und Organigramm-Darstellung. React Frontend, Node.js Backend, PostgreSQL.",93,156709,AT,AT,JavaScript,Neuentwicklung,3,2022,mittel,Mitarbeiterportal,0.92,76
"Integration-Layer für Klein Software. Apache Kafka, 6 Kafka-Topics, Schema-Registry, Dead-Letter-Queue, automatisches Alerting bei Verarbeitungsfehlern, API-Rate-Limit-Management.",126,196095,AT,AT,Backend,Neuentwicklung,3,2022,mittel,API-Integration Middleware,0.92,80
"Management-Dashboard für Müller GmbH zur Visualisierung von Verkaufszahlen. React mit Recharts, Datenbankanbindung über bestehende API, Exportfunktion als PDF/Excel, Nutzerrollen-System.",21,17005,DE,DE-NW,JavaScript,Neuentwicklung,1,2024,klein,Dashboard einfach,0.78,81
"Cross-Platform-App (iOS & Android) für Schulz Media mit 12 Screens, Nutzerregistrierung, Push-Notifications, Offline-Fähigkeit durch lokale SQLite-Datenbank und REST-API-Anbindung. React Native.",93,144945,DE,DE-BE,Mobile,Neuentwicklung,3,2024,mittel,Mobile App mittel,0.78,86
"HR-Self-Service-Portal für Becker Pharma (150 Mitarbeiter). Vue.js, REST API, Gehaltsabruf-Modul, Weiterbildungskalender, digitale Personalakte, rollenbasierte Zugriffsrechte, DSGVO-konformes Audit-Log.",61,72619,DE,DE-HH,JavaScript,Neuentwicklung,2,2022,mittel,Mitarbeiterportal,0.92,80
"Shopify-Onlineshop für Schmidt AG. Custom-Theme, bis zu 500 Produkte, Anbindung an DHL-Versandschnittstelle, Gutscheinsystem, Produktbewertungen und Newsletter-Integration.",20,13714,CH,CH,PHP,Neuentwicklung,1,2019,klein,Einfacher Online-Shop,1.0,91
"Vollständige Neuentwicklung des Kernbanksystems von Wagner Immobilien. Java Spring Boot Microservices, Event Sourcing, CQRS, Migrationsskripte für 2 Mio. Datensätze, Compliance-Anforderungen BaFin.",362,1155220,DE,DE-SN,Java,Migration,7,2019,gross,Legacy Migration Enterprise,1.0,64
"Wartung und Erweiterung des bestehenden WordPress-Systems von Richter Tech. Plugin-Updates, Sicherheits-Audit, neue Such- und Filterfunktionen, Optimierung der Ladezeiten auf unter 2 Sekunden.",12,7692,DE,DE-NW,PHP,Weiterentwicklung,1,2026,klein,Legacy Bugfixing & Weiterentwicklung,0.68,73
"Unternehmenswebsite für Fischer Handel auf WordPress-Basis. Custom-Theme-Entwicklung, WooCommerce-Integration für digitale Downloads, SEO-Plugin-Konfiguration, Hosting-Setup.",8,6736,DE,DE-HE,PHP,Neuentwicklung,1,2020,klein,WordPress Website,1.0,62
"Unternehmensweite Prozessplattform für Braun Logistics auf .NET 8 Basis. Workflow-Engine für 20 Genehmigungsprozesse, Power BI Embedded für Berichte, Azure AD Integration, On-Premise-Deployment auf Kundensystemen.",386,1044461,AT,AT,.NET,Neuentwicklung,6,2021,gross,.NET Enterprise Platform,0.97,77
"Maßgeschneiderte E-Commerce-Plattform für Richter Tech mit 2.000+ Produkten, Kundenkonto-Bereich, Wunschliste, Produktkonfigurator, Multi-Lager-Verwaltung und Anbindung an Warenwirtschaftssystem.",125,137030,DE,DE-NW,PHP,Neuentwicklung,2,2019,mittel,E-Commerce Platform,1.0,59
"Ablösung des Legacy-Systems von Wagner Immobilien (15 Jahre alt, COBOL/Oracle). Strangler-Fig-Muster, schrittweise Migration von 40 Modulen, paralleler Betrieb beider Systeme für 6 Monate, Zero-Downtime-Cutover.",463,1432180,DE,DE-NW,Java,Migration,7,2019,gross,Legacy Migration Enterprise,1.0,75
"SAP S/4HANA-Anbindung für Krause Retail. Fiori-ähnliches Portal, RFC-Schnittstellen für MM/PP/FI, Custom ABAP-Entwicklung, Echtzeit-Datensynchronisation, Rollout auf 3 Werke.",174,698320,CH,CH,SAP,Neuentwicklung,3,2023,gross,SAP-Integration Portal,0.85,176
"Integration-Layer für Schwarz Energie. Apache Kafka, 6 Kafka-Topics, Schema-Registry, Dead-Letter-Queue, automatisches Alerting bei Verarbeitungsfehlern, API-Rate-Limit-Management.",65,93121,DE,DE-BW,Backend,Neuentwicklung,2,2024,mittel,API-Integration Middleware,0.78,90
"Business-Intelligence-Tool für Schmidt AG mit automatisierten Tagesberichten, interaktiven Drill-Down-Charts, Anomalie-Erkennung bei KPIs, Slack-Integration für Alerts und Export-Funktion.",48,106090,DE,DE-HE,Python/ML,Neuentwicklung,3,2026,mittel,Reporting & Analytics Tool,0.68,102
"WordPress-Website für Schmidt AG mit 8 Unterseiten, Blog-Funktion, mehrsprachigem Plugin (WPML), individuell entwickeltem Child-Theme und Kontaktformular mit DSGVO-konformer Datenspeicherung.",8,3824,AT,AT,PHP,Neuentwicklung,1,2022,klein,WordPress Website,0.92,65
"Vertriebssteuerungs-CRM für Meier Manufacturing. React, GraphQL API, Angebots-Erstellung mit PDF-Export, Wiedervorlage-System, Outlook-Kalender-Synchronisation, Mobilansicht für Außendienst.",123,187556,DE,DE-BY,JavaScript,Neuentwicklung,3,2019,mittel,CRM-System,1.0,77
"Unternehmenswebsite für Hartmann Health auf WordPress-Basis. Custom-Theme-Entwicklung, WooCommerce-Integration für digitale Downloads, SEO-Plugin-Konfiguration, Hosting-Setup.",16,10691,DE,DE-HH,PHP,Neuentwicklung,1,2026,klein,WordPress Website,0.68,77
"Cross-Platform-App (iOS & Android) für Lange Finance mit 12 Screens, Nutzerregistrierung, Push-Notifications, Offline-Fähigkeit durch lokale SQLite-Datenbank und REST-API-Anbindung. React Native.",80,251441,CH,CH,Mobile,Neuentwicklung,3,2025,mittel,Mobile App mittel,0.72,142
"Buchungs- und Reservierungsplattform für Weiß Transport mit Multi-Location-Support, dynamischer Preisgestaltung, Gruppenreservierungen, Stornogebühren-Logik und Anbindung an Zahlungsanbieter.",72,83318,DE,DE-BW,JavaScript,Neuentwicklung,2,2021,mittel,Buchungssystem mittel,0.97,79
"Wartung und Erweiterung des bestehenden WordPress-Systems von Krüger Education. Plugin-Updates, Sicherheits-Audit, neue Such- und Filterfunktionen, Optimierung der Ladezeiten auf unter 2 Sekunden.",26,12557,DE,DE-NW,PHP,Weiterentwicklung,1,2021,klein,Legacy Bugfixing & Weiterentwicklung,0.97,63
"Buchungs- und Reservierungsplattform für Wagner Immobilien mit Multi-Location-Support, dynamischer Preisgestaltung, Gruppenreservierungen, Stornogebühren-Logik und Anbindung an Zahlungsanbieter.",125,123029,AT,AT,JavaScript,Neuentwicklung,2,2020,mittel,Buchungssystem mittel,1.0,72
"Weiterentwicklung und Bugfixing der bestehenden PHP-Anwendung von Hoffmann Solutions. Code-Review, Behebung von 15 kritischen Bugs, Performance-Optimierung der Datenbankabfragen, Upgrade auf PHP 8.2.",5,6161,DE,DE-BY,PHP,Weiterentwicklung,1,2024,klein,Legacy Bugfixing & Weiterentwicklung,0.78,75
"HR-Self-Service-Portal für Schulz Media (150 Mitarbeiter). Vue.js, REST API, Gehaltsabruf-Modul, Weiterbildungskalender, digitale Personalakte, rollenbasierte Zugriffsrechte, DSGVO-konformes Audit-Log.",58,99948,DE,DE-BY,JavaScript,Neuentwicklung,2,2025,mittel,Mitarbeiterportal,0.72,92
"B2B-Online-Shop für Neumann Services. Shopware 6, kundenspezifische Preislisten, Bestelllimits, CSV-Massenimport, ERP-Schnittstelle zu SAP Business One, Rechnungsstellung per EDI.",52,99685,DE,DE-HE,PHP,Neuentwicklung,2,2025,mittel,E-Commerce Platform,0.72,73
"Predictive-Analytics-Plattform für Meier Manufacturing. Nachfrageprognose mit LSTM-Modell (MAPE < 8%), Anomalie-Erkennung im Produktionsprozess, MLflow für Modell-Versionierung, REST API für ERP-Anbindung, monatliches Retraining.",213,405047,DE,DE-TH,Python/ML,Neuentwicklung,4,2018,gross,ML Predictive Analytics,1.0,66
"Integration-Layer für Zimmermann IT. Apache Kafka, 6 Kafka-Topics, Schema-Registry, Dead-Letter-Queue, automatisches Alerting bei Verarbeitungsfehlern, API-Rate-Limit-Management.",89,168268,AT,AT,Backend,Neuentwicklung,3,2021,mittel,API-Integration Middleware,0.97,77
"Weiterentwicklung und Bugfixing der bestehenden PHP-Anwendung von Koch Industries. Code-Review, Behebung von 15 kritischen Bugs, Performance-Optimierung der Datenbankabfragen, Upgrade auf PHP 8.2.",32,16212,AT,AT,PHP,Weiterentwicklung,1,2024,klein,Legacy Bugfixing & Weiterentwicklung,0.78,69
"Intelligentes Archivierungssystem für Schäfer Insurance. OCR-Pipeline für Papierdokumente, ML-Modell zur Erkennung von Dokumententypen (98% Accuracy), automatische Metadaten-Extraktion, API für Drittsysteme.",144,550170,AT,AT,Python/ML,Neuentwicklung,6,2026,gross,ML Dokumentenmanagement,0.68,99
"Cross-Platform-App (iOS & Android) für Schmidt AG mit 12 Screens, Nutzerregistrierung, Push-Notifications, Offline-Fähigkeit durch lokale SQLite-Datenbank und REST-API-Anbindung. React Native.",111,179943,AT,AT,Mobile,Neuentwicklung,3,2024,mittel,Mobile App mittel,0.78,90
"Online-Buchungssystem für Schulz Media mit Kalenderansicht, automatischen E-Mail-Erinnerungen, Zahlungsintegration via Stripe und Admin-Backend zur Terminverwaltung. React Frontend, Node.js Backend.",39,25368,DE,DE-BW,JavaScript,Neuentwicklung,1,2021,klein,Buchungssystem klein,0.97,79
"WordPress-Website für Neumann Services mit 8 Unterseiten, Blog-Funktion, mehrsprachigem Plugin (WPML), individuell entwickeltem Child-Theme und Kontaktformular mit DSGVO-konformer Datenspeicherung.",14,15014,CH,CH,PHP,Neuentwicklung,1,2025,klein,WordPress Website,0.72,108
"Maßgeschneidertes CRM für Köhler Automotive mit Kontaktverwaltung, Pipeline-Tracking, E-Mail-Integration via IMAP/SMTP, Aktivitäten-Log, Reporting-Dashboard und CSV-Import für Bestandsdaten.",124,125477,DE,DE-NW,JavaScript,Neuentwicklung,2,2022,mittel,CRM-System,0.92,76
"Microservice-API für Richter Tech. Python FastAPI, 5 CRUD-Endpoints, Rate-Limiting, API-Key-Verwaltung, automatisierte Tests mit pytest, CI/CD-Pipeline via GitHub Actions.",24,18916,DE,DE-BW,Backend,Neuentwicklung,1,2022,klein,REST API einfach,0.92,86
"Cross-Platform-App (iOS & Android) für Koch Industries mit 12 Screens, Nutzerregistrierung, Push-Notifications, Offline-Fähigkeit durch lokale SQLite-Datenbank und REST-API-Anbindung. React Native.",89,136619,DE,DE-NW,Mobile,Neuentwicklung,2,2025,mittel,Mobile App mittel,0.72,93
"Shopify-Onlineshop für Wolf Systems. Custom-Theme, bis zu 500 Produkte, Anbindung an DHL-Versandschnittstelle, Gutscheinsystem, Produktbewertungen und Newsletter-Integration.",24,22770,CH,CH,PHP,Neuentwicklung,1,2020,klein,Einfacher Online-Shop,1.0,92
"Buchungs- und Reservierungsplattform für Frank Legal mit Multi-Location-Support, dynamischer Preisgestaltung, Gruppenreservierungen, Stornogebühren-Logik und Anbindung an Zahlungsanbieter.",67,113460,CH,CH,JavaScript,Neuentwicklung,2,2023,mittel,Buchungssystem mittel,0.85,120
"Digitalisierungsplattform für Richter Tech. ASP.NET Core, Blazor WebAssembly Frontend, Azure Service Bus, 15 Microservices, DevOps-Pipeline mit automatisierten Tests, ITIL-konformes Change Management.",231,734207,DE,DE-SN,.NET,Neuentwicklung,6,2023,gross,.NET Enterprise Platform,0.85,71
"Unternehmenswebsite für Bauer Digital auf WordPress-Basis. Custom-Theme-Entwicklung, WooCommerce-Integration für digitale Downloads, SEO-Plugin-Konfiguration, Hosting-Setup.",12,12107,CH,CH,PHP,Neuentwicklung,1,2024,klein,WordPress Website,0.78,105
